X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,Y
8,53,156,31,0,3000,0,NaN,16,6047,56,10,2,21,0,2,10,6347,39,109,21,NaN,NaN,NaN,5,NaN,54,100,28,3,0,8,0,NaN,0,0,25,12,NaN,3507,14,0,73,10,92,4,17,18600,NaN,19,0,2325,99,50,1,0,45,30,4961,47,1,4211,162,11286,45,162,78,45,71,2,0,0,0
9,846,8363,12,0,2000,0,NaN,1,3370,529,9,0,157,5,14,9,3370,23,1375,90,NaN,NaN,NaN,15,NaN,NaN,34,6,89,0,21,8177,NaN,0,0,1,101,NaN,22455,111,111,15,2,23,4,1,139000,NaN,6,0,6619,36,145,0,0,98,11,109800,6,0,2275,356,3459,17,356,1194,79,207,6,0,0,1
8,259,290,17,0,5000,0,NaN,2,0,309,28,2,149,3,9,18,0,21,568,75,16,NaN,22,11,NaN,47,100,8,48,0,34,949,8,0,0,7,13,NaN,12331,51,37,31,0,92,4,3,124000,NaN,34,0,3647,38,70,1,0,100,15,46652,33,0,9238,674,2756,59,674,48,82,236,6,0,0,0
2,1235,143,11,NaN,10000,0,NaN,1,10800,409,18,2,172,5,10,18,6800,12,1644,90,16,NaN,9,91,NaN,93,78,6,341,NaN,12,858,10,NaN,NaN,3,155,NaN,10800,194,63,23,3,346,2,1,66000,1,12,NaN,5500,30,4,0,NaN,67,10,96875,41,0,23348,748,5320,305,748,23,58,4313,5,NaN,NaN,0
10,1804,1048,NaN,0,1000,NaN,NaN,NaN,20905,1248,12,3,174,3,NaN,12,12622,NaN,3052,92,NaN,NaN,NaN,47,NaN,NaN,100,NaN,NaN,0,33,4507,NaN,0,0,NaN,131,NaN,20632,111,73,NaN,3,366,2,NaN,125000,NaN,NaN,0,3787,NaN,112,0,0,70,NaN,249256,141,0,25901,NaN,977,225,NaN,174,81,NaN,6,0,0,0
2,422,1313,22,0,4990,0,NaN,7,24593,621,22,3,168,4,11,22,24593,22,1073,87,NaN,NaN,NaN,21,NaN,NaN,100,16,72,0,37,13863,NaN,0,0,11,29,NaN,23887,67,29,28,2,221,7,8,141000,NaN,55,0,3810,28,492,1,0,121,19,123821,101,0,26904,75,1442,112,75,218,115,10,6,0,0,1
NaN,2123,22,4,NaN,-7900,0,NaN,2,0,1182,3,0,181,3,NaN,0,25620,4,3311,90,NaN,NaN,NaN,73,NaN,NaN,20,3,NaN,NaN,42,658,NaN,NaN,NaN,3,88,NaN,0,100,14,6,1,365,5,2,186500,NaN,30,NaN,4440,7,1,0,NaN,50,4,155160,135,0,18322,170,22653,229,170,3,46,37,5,NaN,NaN,0
0,459,419,NaN,0,1000,NaN,NaN,NaN,18321,963,13,3,152,NaN,NaN,18,NaN,NaN,1422,79,NaN,NaN,NaN,12,NaN,NaN,100,NaN,NaN,0,16,NaN,NaN,0,0,NaN,32,NaN,18388,51,20,NaN,1,175,4,NaN,85000,NaN,NaN,0,5312,NaN,47,2,0,86,NaN,99609,96,1,15060,NaN,1487,79,NaN,69,70,NaN,5,0,0,1
7,710,925,16,0,3000,0,NaN,4,9320,635,22,0,135,4,18,22,9320,18,1345,78,NaN,NaN,NaN,22,NaN,NaN,47,14,28,0,42,2414,NaN,0,0,10,52,NaN,11334,49,14,27,3,340,5,7,67700,NaN,30,0,1611,33,251,0,0,96,15,113140,152,0,32728,120,2664,188,120,154,84,33,6,0,0,0
NaN,658,5639,8,0,10000,0,NaN,0,13792,641,9,NaN,160,3,NaN,9,13440,8,1299,92,NaN,NaN,NaN,23,NaN,NaN,NaN,2,NaN,0,28,0,NaN,0,0,1,35,NaN,22635,57,17,13,1,124,NaN,0,131000,NaN,41,0,4678,14,533,0,0,56,3,128697,64,1,7050,272,2630,60,272,939,99,99,6,0,0,1
7,648,25,9,0,10,0,NaN,4,5258,490,12,2,157,NaN,12,12,5258,10,1138,89,8,NaN,1,20,NaN,73,100,7,106,0,35,NaN,5,0,0,4,84,NaN,16981,74,NaN,19,1,44,5,5,160906,NaN,25,0,4597,24,1,0,0,34,8,58555,21,0,1531,417,3141,23,417,4,51,1945,6,0,0,0
3,1032,111,6,0,20000,0,NaN,0,16704,1079,17,0,162,0,12,17,16704,6,2124,86,NaN,NaN,NaN,36,NaN,NaN,23,1,34,0,27,9112,NaN,0,0,0,70,NaN,23241,71,6,8,2,209,5,0,146600,NaN,38,0,5429,8,13,1,0,56,6,131268,112,1,11738,50,16649,84,420,18,61,31,6,0,0,1
10,733,178,5,0,1000,0,NaN,0,0,211,18,0,167,3,12,18,0,21,944,88,NaN,NaN,NaN,50,NaN,70,20,4,114,0,18,4903,NaN,0,0,2,130,NaN,9571,105,57,10,1,132,3,0,83000,NaN,20,0,4611,43,14,0,0,48,5,45580,20,0,6348,226,1547,112,226,29,48,914,6,0,0,0
7,959,36,0,0,1000,0,NaN,0,24795,859,9,2,172,NaN,13,9,NaN,1,1819,88,NaN,NaN,NaN,21,NaN,77,100,0,58,0,22,3614,NaN,0,0,0,59,NaN,22678,59,NaN,0,2,316,6,0,65000,NaN,35,0,2954,4,4,0,0,87,0,142724,137,0,27706,298,NaN,179,298,9,78,239,5,0,0,1
0,1444,27,17,NaN,10000,0,NaN,10,7240,869,9,4,162,2,12,9,10310,17,2313,92,34,NaN,15,70,NaN,76,100,11,266,NaN,14,783,13,NaN,NaN,11,130,NaN,7687,242,22,48,2,228,2,14,48950,4,25,NaN,3496,53,4,0,NaN,60,15,153070,91,0,13746,622,271,137,803,4,66,607,5,NaN,NaN,1
11,357,48,1,0,7500,0,NaN,1,679,299,16,0,149,NaN,9,16,679,1,656,90,NaN,NaN,NaN,5,NaN,NaN,10,1,17,0,23,1674,NaN,0,0,1,41,NaN,5993,36,23,1,2,22,1,1,79000,NaN,69,0,3434,1,1,0,0,75,1,54113,13,1,1665,1,7557,9,1,8,82,11,6,0,0,1
2,1175,105,10,0,10000,0,NaN,0,10300,554,12,1,161,3,11,12,10300,13,1729,92,21,NaN,11,46,NaN,69,80,1,117,0,10,226,10,0,0,0,99,NaN,11629,133,128,10,1,92,6,0,66500,0,8,0,6650,18,1,0,0,57,5,94897,27,0,5300,1024,704,65,1024,17,54,3396,6,0,0,1
7,1734,723,5,0,9980,0,NaN,0,9114,2593,5,0,147,NaN,15,5,9114,5,4327,77,NaN,NaN,NaN,35,NaN,18,13,1,196,0,62,NaN,NaN,0,0,0,188,NaN,18611,157,99,5,2,255,3,0,225100,NaN,10,0,3630,5,159,1,0,65,4,270638,169,1,16753,756,-8049,86,756,120,62,2543,6,0,0,0
4,1239,3163,4,0,NaN,0,NaN,0,7900,741,7,0,80,NaN,6,7,7900,4,2238,9,NaN,NaN,NaN,1,NaN,74,32,2,48,0,0,2837,NaN,0,0,0,14,NaN,39743,360,NaN,5,0,2,4,0,NaN,NaN,66,0,NaN,6,158,0,0,28,2,137626,NaN,NaN,57,342,2231,NaN,512,632,61,1,2,0,0,0
6,976,25,9,0,20000,0,NaN,1,16431,359,17,3,158,2,7,17,16431,11,1335,87,23,NaN,2,33,NaN,93,89,4,226,0,18,3902,10,0,0,3,47,NaN,22231,165,32,23,2,274,2,1,135000,5,22,0,7500,33,15,0,0,74,6,137550,53,0,20412,675,7631,221,675,6,103,479,6,0,0,0
1,688,156,NaN,0,10000,NaN,NaN,NaN,34310,748,19,2,150,3,NaN,19,34310,NaN,1436,90,NaN,NaN,NaN,19,NaN,NaN,100,NaN,NaN,0,51,7131,NaN,0,0,NaN,105,NaN,31283,60,35,NaN,1,126,5,NaN,209000,NaN,NaN,0,4098,NaN,26,1,0,46,NaN,63594,44,0,5833,NaN,-1082,82,NaN,26,44,NaN,6,0,0,0
2,658,343,8,0,5000,0,NaN,1,0,265,18,2,164,5,12,18,0,8,923,86,27,NaN,27,48,NaN,NaN,100,3,76,0,7,9993,24,0,0,3,118,NaN,17951,80,222,8,5,38,3,1,33000,NaN,17,0,4714,8,17,0,0,115,7,61317,17,0,4393,299,520,21,299,57,66,218,6,0,0,0
NaN,NaN,NaN,3,NaN,NaN,1,NaN,3,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,5,3,NaN,NaN,99,NaN,NaN,4,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,15,NaN,NaN,419,NaN,NaN,1,NaN,NaN,NaN,1
0,1440,39,23,0,1000,0,NaN,4,6820,1358,6,2,172,2,9,6,6820,26,2798,92,64,NaN,71,42,NaN,68,100,14,345,0,89,5305,46,0,0,10,57,NaN,11925,307,68,41,3,602,2,4,71000,3,20,0,797,52,4,0,0,87,21,271968,142,0,52413,459,-345,460,459,6,97,1290,6,0,0,0
NaN,105,64,12,0,2000,0,NaN,9,0,369,17,1,65,2,NaN,18,0,14,474,25,NaN,NaN,NaN,0,NaN,NaN,93,9,NaN,0,17,1650,NaN,0,0,9,14,NaN,4617,24,28,14,3,80,5,9,35000,NaN,49,0,2058,16,9,3,0,80,12,53156,60,3,6432,156,1368,20,156,10,112,38,6,0,0,1
5,596,2990,15,0,1996,0,NaN,3,1172,64,23,3,159,2,20,23,1172,15,660,86,15,NaN,0,37,NaN,66,75,13,49,0,4,125,15,0,0,8,50,NaN,1560,71,105,16,2,121,2,3,4000,5,66,0,1000,16,595,0,0,105,15,77346,6,0,12785,33,0,115,33,498,117,6,6,0,0,1
3,924,181,3,NaN,3000,0,NaN,1,0,630,20,0,173,0,6,20,NaN,6,1554,88,NaN,NaN,NaN,41,NaN,NaN,22,2,6,NaN,48,500,NaN,NaN,NaN,2,134,NaN,0,69,7,4,2,195,3,1,116000,NaN,50,NaN,2416,8,49,0,NaN,179,3,164934,76,0,35044,152,499,119,656,30,106,7,5,NaN,NaN,0
NaN,680,206,20,0,NaN,0,NaN,1,9910,300,20,0,176,NaN,NaN,18,0,40,980,92,NaN,NaN,NaN,65,NaN,NaN,45,1,NaN,0,0,13877,NaN,0,0,1,123,NaN,35598,129,108,26,2,1,5,1,NaN,NaN,20,0,NaN,73,4,0,0,20,4,47085,0,0,20,462,0,1,462,41,48,892,5,0,0,1
11,964,4274,17,0,10,0,NaN,1,13510,1094,20,3,179,3,10,20,13510,18,2058,92,23,NaN,3,27,NaN,42,97,8,68,0,23,540,14,0,0,6,32,NaN,15205,58,13,23,1,177,1,1,61000,7,31,0,2652,25,1165,1,0,57,15,137226,91,1,10157,268,515,86,268,712,66,127,6,0,0,0
10,700,1079,4,0,1500,0,NaN,0,6721,742,17,2,167,3,10,10,6721,8,1442,88,NaN,NaN,NaN,36,NaN,37,100,1,111,0,30,530,NaN,0,0,0,59,NaN,14647,77,26,5,1,156,5,0,88800,NaN,42,0,2960,15,80,1,0,61,2,71992,82,1,9565,261,-584,74,261,179,49,540,6,0,0,1
9,377,30,8,NaN,10000,0,NaN,3,10300,330,17,2,130,4,22,18,6200,9,707,70,41,NaN,43,2,NaN,35,100,3,138,NaN,5,739,26,NaN,NaN,3,35,NaN,10436,80,74,12,0,9,4,4,46000,NaN,29,NaN,9200,14,3,0,NaN,71,8,42586,7,3,645,176,-11930,2,837,7,60,1208,5,NaN,NaN,1
8,2094,116,12,0,NaN,0,NaN,0,0,1727,13,2,165,5,7,13,0,12,3821,92,33,NaN,21,73,NaN,50,100,8,112,0,0,4378,13,0,0,5,129,NaN,17862,186,53,19,2,11,5,0,NaN,NaN,12,0,NaN,19,28,0,0,29,12,163787,3,0,319,421,5527,8,455,23,42,647,6,0,0,0
2,1121,1199,2,0,3000,0,NaN,0,21584,1050,10,1,141,3,11,10,21584,2,2171,81,0,NaN,0,30,NaN,45,52,0,27,0,37,332,0,0,0,0,28,NaN,22547,42,42,3,2,428,4,0,135500,NaN,25,0,3662,4,170,0,0,31,1,78970,165,0,13553,416,-26,263,416,239,36,427,5,0,0,1
6,1031,18,1,0,5,0,NaN,0,12700,448,3,0,154,NaN,10,3,12700,8,1479,86,NaN,NaN,NaN,20,NaN,70,30,1,36,0,12,1849,NaN,0,0,1,69,NaN,11232,61,43,1,1,47,6,0,90000,NaN,19,0,7500,17,6,0,0,31,1,50191,10,0,1501,417,2454,37,417,6,33,173,6,0,0,0
0,885,85,9,0,6,0,NaN,0,6681,1239,7,2,148,1,7,7,6681,11,2124,65,23,NaN,8,12,NaN,37,87,2,39,0,8,285,10,0,0,2,72,NaN,6421,71,11,19,2,274,4,0,33000,8,11,0,4125,24,52,1,0,75,3,185382,129,0,20554,113,1659,145,795,14,87,91,6,0,0,0
9,1297,149,3,0,10,0,NaN,0,410,980,16,2,154,NaN,13,16,410,4,2277,92,8,NaN,46,1,NaN,59,100,1,128,0,103,4342,6,0,0,0,153,NaN,14112,183,105,4,2,4,6,0,198306,NaN,11,0,1925,5,1,0,0,80,1,117892,3,3,322,969,-4635,1,969,24,51,2043,6,0,0,0
7,2870,90,25,NaN,10000,0,NaN,7,24455,778,11,3,155,5,11,11,18900,27,3648,92,87,NaN,83,46,NaN,82,100,20,369,NaN,18,748,71,NaN,NaN,10,166,NaN,20585,627,65,134,4,64,8,7,180000,7,11,NaN,10000,141,2,0,NaN,25,24,162339,6,0,1605,711,-26287,58,711,15,44,1442,5,NaN,NaN,0
11,1066,67,25,0,5000,0,NaN,5,19700,754,12,2,65,3,12,14,19700,35,1820,21,42,NaN,132,53,NaN,82,100,11,183,0,16,2582,17,0,0,8,66,NaN,16241,193,78,89,1,155,6,6,53000,1,7,0,3312,162,22,0,0,49,19,104735,36,0,7748,853,-1280,119,853,13,57,2275,6,0,0,0
2,1660,94,8,0,10000,0,NaN,2,5404,2316,16,0,160,NaN,28,16,5404,22,3976,91,4,NaN,31,64,NaN,51,10,4,174,0,37,11876,1,0,0,3,354,NaN,35663,189,43,9,4,181,2,2,338000,NaN,23,0,9135,35,10,1,0,56,4,235893,100,1,10301,252,7324,81,252,15,59,333,6,0,0,0
NaN,991,287,NaN,0,5200,NaN,NaN,NaN,0,624,21,2,158,3,NaN,18,0,NaN,1616,92,NaN,NaN,NaN,10,NaN,NaN,90,NaN,NaN,0,17,2804,NaN,0,0,NaN,61,NaN,11033,67,26,NaN,1,46,5,NaN,87200,NaN,NaN,0,5129,NaN,10,0,0,59,NaN,163232,18,0,2748,NaN,752,28,NaN,47,101,NaN,6,0,0,0
3,1003,416,15,0,2,0,NaN,4,61280,771,5,0,175,4,14,5,61280,16,1774,89,NaN,NaN,NaN,43,NaN,NaN,37,11,62,0,83,6,NaN,0,0,10,35,NaN,33844,70,75,32,1,167,4,4,220000,NaN,19,0,2650,38,84,0,0,77,14,258954,55,0,12910,631,7096,112,631,69,145,112,6,0,0,1
2,1277,2097,NaN,0,20,NaN,NaN,NaN,0,805,4,3,115,NaN,8,4,0,NaN,2085,52,24,NaN,393,12,NaN,23,100,NaN,206,0,17,2824,22,0,0,NaN,25,NaN,11826,267,49,NaN,0,62,5,NaN,68500,1,NaN,0,4029,NaN,1,0,0,74,NaN,202424,48,4,4590,NaN,-2419,11,NaN,349,97,NaN,6,0,0,1
1,297,3229,5,0,10,0,NaN,0,10,61,20,2,122,2,16,20,10,6,358,74,7,NaN,22,24,NaN,51,77,2,94,0,8,200,5,0,0,0,37,NaN,2817,70,34,9,1,84,2,0,23000,20,33,0,2875,11,10,0,0,96,4,39654,16,0,8078,399,6882,68,403,538,110,396,6,0,0,0
3,1993,219,7,NaN,2200,0,NaN,4,23400,1244,18,1,168,5,10,18,11800,7,3237,84,NaN,NaN,NaN,47,NaN,66,56,6,75,NaN,12,894,NaN,NaN,NaN,4,83,NaN,27309,104,71,7,1,333,4,4,141793,NaN,23,NaN,11816,10,19,0,NaN,62,6,225144,156,0,20815,158,-11800,177,158,36,69,98,5,NaN,NaN,0
1,684,299,23,0,3000,0,NaN,8,0,519,18,1,153,3,11,18,0,24,1203,90,NaN,NaN,NaN,4,NaN,NaN,74,19,94,0,24,1302,NaN,0,0,15,39,NaN,3972,110,13,33,2,8,6,9,58000,NaN,49,0,2416,34,56,0,0,62,21,99732,3,0,503,142,1576,5,745,59,82,14,6,0,0,1
5,1274,77,9,NaN,5000,0,NaN,0,15000,641,20,2,154,4,9,20,11800,10,1915,91,15,NaN,1,10,NaN,72,100,4,344,NaN,14,848,14,NaN,NaN,0,71,NaN,15000,273,64,12,3,22,4,0,70000,NaN,23,NaN,5000,14,NaN,0,NaN,56,9,179198,9,0,1251,337,-8554,13,337,15,93,1551,5,NaN,NaN,0
NaN,1562,1992,21,0,3000,0,NaN,6,12077,1609,NaN,1,NaN,NaN,NaN,NaN,12077,21,3171,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88,12,NaN,0,65,692,NaN,0,0,7,NaN,NaN,39877,NaN,48,28,NaN,116,5,7,263300,NaN,8,0,4050,28,118,1,0,32,16,150898,60,1,3820,830,-8796,56,830,332,47,416,6,0,0,0
7,1608,51,12,NaN,NaN,0,NaN,1,200,1280,14,2,160,5,8,14,20510,15,2888,86,19,NaN,43,35,0,82,88,6,81,0,0,22,9,NaN,0,2,83,0,556,208,53,27,2,522,3,1,NaN,9,31,0,NaN,36,16,0,NaN,58,9,196073,249,0,30297,299,32774,273,299,8,67,30,5,0,NaN,0
7,495,663,1,0,-7000,1,NaN,0,13436,556,23,2,164,4,11,23,13436,1,1052,84,1,NaN,4,16,NaN,50,71,1,24,0,34,245,1,0,0,0,36,NaN,18893,28,6,2,1,64,5,0,34000,NaN,100,0,1000,2,79,1,0,65,1,57429,30,0,4193,46,0,34,719,110,54,7,6,0,0,0
0,991,5774,20,0,3000,0,NaN,9,4398,716,9,2,153,5,11,9,4398,28,1707,88,67,NaN,185,15,NaN,93,97,15,198,0,24,0,55,0,0,14,74,NaN,21580,134,114,43,2,38,2,12,132960,4,24,0,5540,53,153,0,0,54,17,96927,18,0,2070,416,12554,20,416,962,56,433,6,0,0,0
6,2093,116,5,0,40,0,NaN,2,4346,1127,13,2,159,5,10,13,4346,5,3220,91,16,NaN,0,59,NaN,80,79,4,150,0,2,277,14,0,0,3,149,NaN,20003,198,108,7,3,114,1,3,20000,4,21,0,10000,7,12,0,0,60,5,263733,32,0,6951,57,-2564,82,57,23,81,302,6,0,0,0
4,1432,23,30,NaN,2000,0,NaN,9,3920,433,6,3,159,4,19,6,11800,34,1865,91,56,NaN,121,57,NaN,87,100,16,342,NaN,13,778,13,NaN,NaN,14,51,NaN,15067,238,76,114,2,127,3,11,43095,17,23,NaN,3315,149,1,0,NaN,34,22,103024,22,0,4418,816,3705,105,816,4,55,303,4,NaN,NaN,0
6,671,4355,1,0,2000,0,NaN,0,747,168,9,1,151,3,20,9,747,8,839,89,NaN,NaN,NaN,7,NaN,82,42,1,20,0,47,0,NaN,0,0,0,87,NaN,20474,61,35,3,2,16,3,0,139000,NaN,1,0,2957,13,9,0,0,40,1,95501,2,0,644,341,6887,14,341,725,113,2051,6,0,0,0
6,743,363,0,0,9980,0,NaN,0,9443,699,28,2,169,4,9,28,9443,0,1442,87,0,NaN,0,22,NaN,55,35,0,27,0,9,8789,0,0,0,0,43,NaN,9740,31,40,0,2,365,2,0,50000,3,59,0,5555,0,57,0,0,138,0,229603,162,0,50712,0,6385,203,0,60,159,12,6,0,0,0
0,850,3115,1,0,3,0,NaN,0,21114,1757,20,2,173,4,13,20,21114,1,2607,90,0,NaN,0,23,NaN,25,100,1,8,0,32,1940,0,0,0,0,46,NaN,21928,31,86,1,3,306,5,0,117000,NaN,18,0,3656,1,292,2,0,32,1,95738,206,2,9997,950,-6124,100,22,519,36,230,6,0,0,0
11,1923,14832,32,0,2000,0,NaN,6,17820,1213,20,3,164,4,13,20,20840,40,3136,92,39,NaN,360,118,NaN,93,100,16,403,0,18,7813,27,0,0,8,249,NaN,20454,238,69,126,3,277,5,9,124400,NaN,8,0,6911,209,1922,0,0,33,23,142339,66,0,9321,973,789,211,973,2472,45,4500,6,0,0,0
7,577,42,0,NaN,0,0,NaN,0,12000,290,9,3,161,3,25,9,14800,0,867,86,0,NaN,0,33,NaN,51,100,0,34,NaN,10,834,0,NaN,NaN,0,97,NaN,12570,56,29,0,2,83,3,0,36952,NaN,42,NaN,3695,0,NaN,0,NaN,70,0,64346,27,0,5891,443,1997,56,443,14,74,881,5,NaN,NaN,0
11,2855,132,17,NaN,10000,0,NaN,7,8550,2933,16,1,131,5,NaN,13,29730,17,5788,77,NaN,NaN,NaN,27,NaN,NaN,68,16,NaN,NaN,32,795,NaN,NaN,NaN,7,56,NaN,5779,69,75,20,1,847,7,7,230000,NaN,7,NaN,7187,20,20,1,NaN,75,17,507896,385,0,64338,413,0,462,413,22,87,381,5,NaN,NaN,1
3,1207,222,0,0,1000,0,NaN,0,9245,395,18,3,175,3,9,18,0,0,1602,91,28,NaN,3,15,NaN,67,100,0,143,0,13,2156,8,0,0,0,36,NaN,11663,175,95,0,2,396,2,0,65000,12,11,0,5000,0,38,0,0,94,0,178755,61,0,37304,628,6465,335,92,37,111,868,5,0,0,1
1,938,206,9,0,1996,0,NaN,1,13162,1172,5,2,181,4,15,5,13162,11,2110,92,14,NaN,1,35,NaN,73,100,4,64,0,37,4926,11,0,0,2,73,NaN,14413,68,50,10,2,309,4,1,90000,NaN,30,0,2432,14,31,1,0,43,5,91319,157,1,13543,280,4668,152,280,34,43,563,6,0,0,0
10,2043,1390,18,0,20000,0,NaN,6,15000,726,21,2,163,5,12,21,15000,21,2769,91,42,NaN,34,81,NaN,83,100,16,310,0,13,10082,19,0,0,9,182,NaN,20779,281,183,28,2,258,6,6,115000,NaN,17,0,8846,40,170,0,0,58,16,146665,92,0,15147,1033,6329,166,1033,231,52,689,6,0,0,0
9,686,439,NaN,0,4990,NaN,NaN,NaN,3819,669,23,3,155,5,12,16,3819,NaN,1416,90,NaN,NaN,NaN,12,NaN,15,100,NaN,50,0,36,4986,NaN,0,0,NaN,49,NaN,13018,51,36,NaN,2,54,4,NaN,81000,NaN,NaN,0,2250,NaN,64,0,0,38,NaN,46099,23,0,2100,NaN,-5537,31,NaN,73,32,NaN,6,0,0,1
7,1240,7992,17,0,NaN,0,NaN,3,12778,915,9,2,175,4,15,9,12778,21,2155,90,24,NaN,84,59,NaN,83,100,4,216,0,0,2801,18,0,0,3,97,NaN,15506,171,130,28,1,288,5,5,NaN,NaN,16,0,NaN,32,564,0,0,53,15,138487,111,0,15291,986,1855,177,986,1332,64,502,6,0,0,0
5,1952,454,18,NaN,10000,0,NaN,0,43490,1924,15,NaN,162,5,10,15,19490,28,3876,92,69,NaN,213,74,NaN,75,NaN,5,277,NaN,28,741,28,NaN,NaN,0,127,NaN,47838,430,58,44,3,342,NaN,0,281000,6,18,NaN,10035,75,35,0,NaN,63,8,222950,186,1,21825,324,4717,156,324,75,57,1585,5,NaN,NaN,1
5,343,3,16,0,2000,0,NaN,3,NaN,339,17,1,167,3,NaN,28,4848,22,682,87,NaN,NaN,NaN,5,NaN,NaN,51,10,NaN,0,19,742,NaN,0,0,5,16,NaN,NaN,21,57,24,1,129,4,4,52800,NaN,51,0,2778,34,3,0,0,77,15,44422,59,0,9961,174,4905,70,174,3,65,6,5,0,0,1
11,1290,4003,5,0,10,0,NaN,0,17700,1568,20,3,168,4,12,20,19500,5,2858,91,0,NaN,0,46,NaN,24,64,3,53,0,26,4469,0,0,0,2,86,NaN,16250,69,36,8,1,288,1,0,105000,7,64,0,4038,10,723,1,0,81,5,320111,147,1,23578,158,1651,141,158,667,112,30,6,0,0,1
11,1241,780,5,0,10000,0,NaN,2,30276,992,10,0,151,NaN,11,10,30276,6,2233,88,NaN,NaN,NaN,61,NaN,NaN,16,4,99,0,38,4961,NaN,0,0,2,140,NaN,28848,97,80,6,2,549,3,2,174500,NaN,20,0,4592,7,228,0,0,64,5,154160,213,0,35354,470,13212,336,470,156,69,64,5,0,0,0
8,795,50,9,0,10,0,NaN,1,1651,508,22,2,154,4,14,16,1651,11,1303,92,18,NaN,222,17,NaN,79,100,4,171,0,36,12436,6,0,0,2,54,NaN,19159,114,47,19,2,23,2,1,106000,NaN,16,0,2944,23,19,0,0,72,6,195386,5,0,1656,926,-4925,18,926,10,149,798,6,0,0,0
2,393,54,21,677847,2900,0,4194304,1,25979,185,10,0,149,NaN,11,10,NaN,30,664,79,NaN,18000,NaN,16,0,62,38,6,91,5809469,45,681,NaN,4194304,2739812,2,48,5504952,27569,81,NaN,35,0,28,6,2,296622,NaN,22,130041,6591,73,2,0,4194304,133,11,48932,9,0,3733,569,NaN,19,569,9,73,889,6,677847,142041,1
NaN,702,5294,NaN,0,4990,NaN,NaN,NaN,893,606,23,3,156,1,NaN,23,893,NaN,1308,92,NaN,NaN,NaN,5,NaN,NaN,100,NaN,NaN,0,31,858,NaN,0,0,NaN,78,NaN,8419,77,16,NaN,2,10,4,NaN,59500,NaN,NaN,0,1919,NaN,96,0,0,112,NaN,155658,5,1,1120,NaN,298,5,NaN,882,119,NaN,6,0,0,1
NaN,346,66,NaN,59,20000,NaN,35940,NaN,26046,289,NaN,2,NaN,NaN,NaN,NaN,4676,NaN,635,NaN,NaN,59,NaN,NaN,6,NaN,56,NaN,NaN,12000,10,NaN,NaN,35940,6840,NaN,NaN,5640,25437,NaN,47,NaN,NaN,16,2,NaN,120000,NaN,NaN,9,12000,NaN,1,0,35940,60,NaN,55156,5,0,967,NaN,0,11,NaN,11,86,NaN,6,42,59,0
5,1585,145,2,0,10000,0,NaN,0,21085,1869,12,2,169,3,10,12,21085,6,3454,92,8,NaN,0,47,NaN,44,100,1,133,0,25,950,7,0,0,0,116,NaN,20399,131,27,2,3,553,6,0,115500,NaN,20,0,4620,6,35,1,0,91,2,304445,276,0,50490,356,4962,277,356,24,88,2194,6,0,0,0
6,815,10,4,NaN,3000,0,NaN,0,0,584,15,0,165,2,10,15,2983,4,1399,90,NaN,NaN,NaN,13,NaN,60,32,4,13,NaN,7,618,NaN,NaN,NaN,1,33,NaN,0,25,11,5,1,98,4,0,37000,NaN,54,NaN,5285,5,2,0,NaN,33,4,65334,33,0,3263,17,1034,65,17,2,46,18,5,NaN,NaN,0
11,1712,115,4,0,20000,0,NaN,1,4000,1864,16,2,181,4,12,16,17260,4,3576,92,11,NaN,0,67,NaN,45,61,2,67,0,12,3372,9,0,0,2,126,NaN,2634,109,83,5,2,601,1,1,196200,4,21,0,16350,5,34,1,0,51,4,180722,299,0,30996,64,4703,302,64,19,50,110,6,0,0,0
11,614,7504,NaN,0,5000,NaN,NaN,NaN,10240,168,11,NaN,156,2,16,2,10240,NaN,782,91,25,NaN,74,39,NaN,93,NaN,NaN,219,0,6,10607,12,0,0,NaN,42,NaN,10464,163,55,NaN,2,107,NaN,NaN,38000,9,NaN,0,6333,NaN,939,0,0,34,NaN,47096,2,0,3681,NaN,16465,105,NaN,1250,60,NaN,6,0,0,0
11,2056,1907,21,0,1000,0,NaN,1,28536,1573,4,2,169,5,21,4,28536,22,3629,89,25,NaN,63,172,NaN,73,100,11,433,0,15,8395,9,0,0,4,133,NaN,27196,293,77,45,3,688,4,1,164000,11,10,0,10933,52,249,0,0,90,14,301547,311,0,62071,638,5301,377,638,317,83,1095,6,0,0,0
